1.869185,2.571282,0.954725
1.869594,2.577729,0.951502
1.869996,2.584176,0.957949
1.870398,2.568058,0.959560
1.870799,2.577729,0.954725
1.871200,2.566447,0.951502
1.871602,2.572894,0.959560
1.872003,2.593846,0.951502
1.872405,2.585788,0.945055
1.872807,2.590623,0.961172
1.873208,2.589011,0.957949
1.873609,2.592234,0.959560
1.874010,2.603517,0.959560
1.874411,2.598681,0.967619
1.874813,2.605128,0.938608
1.875216,2.597070,0.957949
1.875617,2.601905,0.961172
1.876019,2.608352,0.959560
1.876420,2.611575,0.954725
1.876822,2.609963,0.941832
1.877224,2.608352,0.948278
1.877627,2.613187,0.961172
1.878028,2.619634,0.964396
1.878430,2.621245,0.962784
1.878832,2.619634,0.953114
1.879234,2.619634,0.953114
1.879635,2.632527,0.948278
1.880037,2.634139,0.954725
1.880438,2.627692,0.966007
1.880839,2.635751,0.972454
1.881240,2.642198,0.954725
1.881641,2.648645,0.956337
1.882043,2.643810,0.957949
1.882444,2.650256,0.962784
1.882846,2.651868,0.961172
1.883247,2.653480,0.945055
1.883648,2.655092,0.961172
1.884049,2.671209,0.962784
1.884450,2.661538,0.953114
1.884852,2.666374,0.961172
1.885253,2.661538,0.962784
1.885654,2.653480,0.962784
1.886056,2.695385,0.954725
1.886458,2.674432,0.953114
1.886859,2.666374,0.967619
1.887264,2.672821,0.951502
1.887666,2.674432,0.959560
1.888068,2.676044,0.966007
1.888469,2.684103,0.962784
1.888871,2.688938,0.964396
1.889272,2.684103,0.962784
1.889674,2.679267,0.956337
1.890075,2.695385,0.957949
1.890476,2.676044,0.954725
1.890878,2.696996,0.962784
1.891280,2.692161,0.961172
1.891682,2.705055,0.961172
1.892083,2.706667,0.953114
1.892485,2.695385,0.966007
1.892886,2.693773,0.936996
1.893287,2.698608,0.945055
1.893689,2.695385,0.957949
1.894090,2.701832,0.961172
1.894491,2.713114,0.956337
1.894892,2.717949,0.962784
1.895294,2.717949,0.954725
1.895695,2.717949,0.962784
1.896096,2.713114,0.962784
1.896498,2.690549,0.948278
1.896899,2.717949,0.953114
1.897300,2.717949,0.962784
1.897702,2.717949,0.962784
1.898104,2.716337,0.959560
1.898506,2.721172,0.962784
1.898908,2.735678,0.959560
1.899310,2.727619,0.980513
1.899712,2.729231,0.967619
1.900113,2.742125,1.057876
1.900514,2.735678,0.996630
1.900915,2.753407,0.954725
1.901317,2.732454,0.959560
1.901718,2.743736,0.957949
1.902120,2.748571,0.961172
1.902521,2.746960,0.945055
1.902923,2.743736,0.957949
1.903324,2.748571,0.953114
1.903726,2.748571,0.962784
1.904128,2.745348,0.962784
1.904529,2.772747,0.962784
1.904930,2.755018,0.954725
1.905332,2.756630,0.954725
1.905733,2.750183,0.953114
1.906135,2.755018,0.978901
1.906537,2.761465,0.964396
1.906938,2.763077,0.936996
1.907339,2.756630,0.912821
1.907741,2.767912,0.953114
1.908144,2.763077,0.959560
1.908545,2.753407,0.962784
1.908946,2.774359,0.951502
1.909348,2.769524,0.962784
1.909749,2.771136,0.962784
1.910150,2.774359,0.962784
1.910551,2.777582,0.962784
1.910953,2.771136,0.959560
1.911356,2.767912,0.962784
1.911758,2.777582,0.961172
1.912161,2.774359,0.941832
1.912562,2.779194,0.962784
1.912963,2.785641,0.988571
1.913365,2.785641,0.961172
1.913767,2.782418,0.946667
1.914169,2.785641,0.933773
1.914571,2.782418,0.962784
1.914973,2.792088,0.966007
1.915375,2.821099,0.956337
1.915776,2.782418,0.962784
1.916177,2.784029,0.962784
1.916578,2.795311,0.961172
1.916979,2.782418,0.970843
1.917381,2.790476,0.951502
1.917783,2.787253,0.966007
1.918186,2.785641,0.954725
1.918589,2.790476,0.964396
1.918991,2.795311,0.962784
1.919393,2.793700,0.956337
1.919795,2.795311,0.964396
1.920196,2.804982,0.953114
1.920597,2.796923,0.962784
1.920999,2.808205,0.962784
1.921402,2.804982,0.964396
1.921803,2.755018,0.962784
1.922204,2.813040,0.964396
1.922605,2.796923,0.977289
1.923007,2.800147,0.967619
1.923408,2.809817,0.959560
1.923809,2.817875,0.957949
1.924210,2.813040,0.959560
1.924611,2.816264,0.962784
1.925012,2.816264,0.962784
1.925413,2.809817,0.974066
